TSP,TSP Name,Post Date/Time,Effective Gas Day/Time,Meas Basis Desc,Loc,Loc Zn,Loc Name,Loc Purp Desc,Loc/QTI,Flow Ind,DC,OPC,TSQ,OAC,IT,Auth Overrun Ind,Nom Cap Exceed Ind,All Qty Avail,Qty Reason
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,79024,EAST OF HWY 789,KINDERHAWK PLANTATION I/C,M2,RPQ,R,350000.0,350000,92345,257655,Y,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78535,EAST OF HWY 789,MAGNOLIA,M2,RPQ,R,500000.0,500000,304397,195603,Y,Y,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78528,EAST OF HWY 789,MANSFIELD,M2,RPQ,R,1000000.0,1000000,403826,596174,Y,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,100736,WEST OF HWY 789,MOMENTUM DEADWOOD,M2,RPQ,R,450000.0,450000,1000,449000,N,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,79007,EAST OF HWY 789,SESH - SPECTRA,MQ,DPQ,D,,867000,509429,357571,Y,Y,N,N,Design Capacity at measurement location
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,79006,EAST OF HWY 789,SESH-SNG,MQ,DPQ,D,,433000,330937,102063,N,N,N,N,Design Capacity at measurement location
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78530,EAST OF HWY 789,SPRINGRIDGE,M2,RPQ,R,750000.0,750000,738308,11692,Y,Y,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78538,EAST OF HWY 789,TENNESSEE GAS PIPELINE,MQ,DPQ,D,265000.0,265000,96600,168400,N,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78536,EAST OF HWY 789,TEXAS EASTERN,MQ,DPQ,D,140000.0,140000,18660,121340,N,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78540,EAST OF HWY 789,TEXAS GAS TRANSMISSION,MQ,DPQ,D,500000.0,500000,421175,78825,Y,Y,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,100728,EAST OF HWY 789,TGP Delhi,MQ,DPQ,D,650000.0,650000,220109,429891,N,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78541,EAST OF HWY 789,TRUNKLINE GAS PIPELINE,MQ,DPQ,D,500000.0,500000,128321,371679,Y,N,N,Y,
829521983,ETC Tiger Pipeline,07/07/2022 4:30PM,07/08/2022 9:00AM,MMBtu,78534,EAST OF HWY 789,WOODARDVILLE,M2,RPQ,R,140000.0,140000,133005,6995,Y,Y,N,Y,
