TSP,TSP Name,Eff Gas Day/Time,Avail Cap End Date/Time,Posting Date/Time,LOC,LOC Name,LOC Purp,LOC/QTI,Loc Zn,Total Scheduled Quantity (TSQ),Operationally Available Capacity (OAC),Operating Capacity (Current Capacity),Design Capacity,Contracted Firm Capacity,All Qty Avail,Qty Reason,IT,Meas Basis,Press Base,Press Base Desc,Flow Ind,Cycle
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,28789,Dresser,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,28872,ANR Marshfield,M2,RPQ,2,4828,107307,112135,547648.0,95713,Y,,,BZ,14.73,PSIA,BD,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,33973,Emerson,M2,RPQ,1,366285,525465,891750,879570.0,494827,Y,,,BZ,14.73,PSIA,R,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,174672,St. Vincent,M2,RPQ,1,0,393600,393600,397824.0,19960,Y,,,BZ,14.73,PSIA,BD,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,179031,Chisago Zn2,M2,RPQ,2,0,173738,173738,171704.0,0,Y,,,BZ,14.73,PSIA,BD,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,218305,Polk,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288035,Taylors Falls,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288036,North Branch,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288037,Green Lake,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288038,Camp Ripley,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288039,Randall,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288040,Little Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288041,Pine Lake,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288042,Clarissa,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288044,Wheaton Generation,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288045,Wheaton,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288046,Dairyland,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288047,Chili,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288048,North Colfax,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288049,Fall Creek,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288050,Blackbrook,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,288051,Wisc Gas Marshfield,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,362785,Midwest Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,362788,NSPWI Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,362793,Wheeler,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,362796,St. Croix Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,362799,New Richmond,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,474554,Hay Creek,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,880005,Beltrami,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,880008,Red Lake Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,880016,Wadena GMT,M2,RPQ,1,0,0,0,7150.0,0,Y,,N,BZ,14.73,PSIA,BD,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,880019,Felton,M2,RPQ,1,13097,7403,20500,81795.0,0,Y,,,BZ,14.73,PSIA,BD,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,880025,Hammond,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,880030,Donaldson,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1250238,Northstar,M2,RPQ,1,0,0,0,7229.0,0,Y,,N,BZ,14.73,PSIA,BD,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1387607,Randall GMG,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1395011,Hawley 2,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1400745,Ada GMT,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1400748,Fergus Falls GMG,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1400751,Saint Clair,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
60-916-6673,Viking Gas Transmission Company,08/11/22 22:00:00,08/12/22 22:00:00,08/11/22 21:14:23,1400841,Wilson,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
