TSP,TSP Name,Eff Gas Day/Time,Avail Cap End Date/Time,Posting Date/Time,LOC,LOC Name,LOC Purp,LOC/QTI,Loc Zn,Total Scheduled Quantity (TSQ),Operationally Available Capacity (OAC),Operating Capacity (Current Capacity),Design Capacity,Contracted Firm Capacity,All Qty Avail,Qty Reason,IT,Meas Basis,Press Base,Press Base Desc,Flow Ind,Cycle
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288046,Dairyland,MQ,DPQ,2,220,53593,53813,53130.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288046,Dairyland,MQ,DPQ,2,0,53813,53813,53130.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288047,Chili,MQ,DPQ,2,631,6698,7329,7236.0,623,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288047,Chili,MQ,DPQ,2,641,6688,7329,7236.0,623,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288048,North Colfax,MQ,DPQ,2,4479,17661,22140,21859.0,5532,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288048,North Colfax,MQ,DPQ,2,4479,17661,22140,21859.0,5532,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288049,Fall Creek,MQ,DPQ,2,0,1896,1896,1872.0,20,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288049,Fall Creek,MQ,DPQ,2,0,1896,1896,1872.0,20,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288050,Blackbrook,MQ,DPQ,2,0,22140,22140,21859.0,4319,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288050,Blackbrook,MQ,DPQ,2,0,22140,22140,21859.0,4319,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288051,Wisc Gas Marshfield,MQ,DPQ,2,648,53165,53813,53130.0,10437,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288051,Wisc Gas Marshfield,MQ,DPQ,2,648,53165,53813,53130.0,10437,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362785,Midwest Kinnickinnic,MQ,DPQ,2,225,2883,3108,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362785,Midwest Kinnickinnic,MQ,DPQ,2,225,2883,3108,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362788,NSPWI Kinnickinnic,MQ,DPQ,2,40,1088,1128,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362788,NSPWI Kinnickinnic,MQ,DPQ,2,40,1088,1128,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362793,Wheeler,MQ,DPQ,2,7103,15037,22140,21859.0,12800,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362793,Wheeler,MQ,DPQ,2,7125,15015,22140,21859.0,12800,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362796,St. Croix Kinnickinnic,MQ,DPQ,2,600,3750,4350,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362796,St. Croix Kinnickinnic,MQ,DPQ,2,700,3650,4350,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362799,New Richmond,MQ,DPQ,2,900,6429,7329,7236.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362799,New Richmond,MQ,DPQ,2,465,6864,7329,7236.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,474554,Hay Creek,MQ,DPQ,2,4422,17718,22140,21859.0,300,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,474554,Hay Creek,MQ,DPQ,2,4422,17718,22140,21859.0,300,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880005,Beltrami,MQ,DPQ,1,796,6533,7329,7150.0,6960,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880005,Beltrami,MQ,DPQ,1,420,6909,7329,7150.0,6960,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880008,Red Lake Falls,MQ,DPQ,1,9,1913,1922,1896.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880008,Red Lake Falls,MQ,DPQ,1,6,1916,1922,1896.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880016,Wadena GMT,MQ,DPQ,1,72,7257,7329,7150.0,0,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880016,Wadena GMT,MQ,DPQ,1,72,7257,7329,7150.0,0,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880019,Felton,MQ,DPQ,1,15195,66600,81795,81795.0,25300,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880019,Felton,MQ,DPQ,1,15083,66712,81795,81795.0,25300,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880025,Hammond,MQ,DPQ,2,0,1000,1000,1500.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880025,Hammond,MQ,DPQ,2,0,1000,1000,1500.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880030,Donaldson,MQ,DPQ,1,705,4095,4800,4800.0,960,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880030,Donaldson,MQ,DPQ,1,937,3863,4800,4800.0,960,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1250238,Northstar,MQ,DPQ,1,1085,6244,7329,7229.0,1500,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1250238,Northstar,MQ,DPQ,1,1233,6096,7329,7229.0,1500,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1387607,Randall GMG,MQ,DPQ,1,441,6888,7329,7343.0,1200,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1387607,Randall GMG,MQ,DPQ,1,441,6888,7329,7343.0,1200,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1395011,Hawley 2,MQ,DPQ,1,75,22065,22140,21600.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1395011,Hawley 2,MQ,DPQ,1,75,22065,22140,21600.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400745,Ada GMT,MQ,DPQ,1,136,7193,7329,7407.0,790,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400745,Ada GMT,MQ,DPQ,1,505,6824,7329,7407.0,790,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400748,Fergus Falls GMG,MQ,DPQ,1,147,7182,7329,7393.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400748,Fergus Falls GMG,MQ,DPQ,1,147,7182,7329,7393.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400751,Saint Clair,MQ,DPQ,1,25,7304,7329,7407.0,1000,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400751,Saint Clair,MQ,DPQ,1,25,7304,7329,7407.0,1000,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400841,Wilson,MQ,DPQ,2,607,189018,189625,189625.0,20720,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400841,Wilson,MQ,DPQ,2,607,189018,189625,189625.0,20720,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11815,Lake Park,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11815,Lake Park,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11816,Audubon,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11816,Audubon,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11818,Detroit Lakes,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11818,Detroit Lakes,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11856,Chisago Zn1,M2,RPQ,1,100,177875,177975,171704.0,23300,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11856,Chisago Zn1,M2,RPQ,1,0,177975,177975,171704.0,23300,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11859,Hawley,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11859,Hawley,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11861,Dilworth,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11861,Dilworth,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11896,Dalbo,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11896,Dalbo,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11910,Hallock,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11910,Hallock,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11938,Stephen,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11938,Stephen,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11939,Argyle,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11939,Argyle,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11940,Warren,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11940,Warren,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11967,Milaca,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11967,Milaca,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11971,Genola,M2,RPQ,1,0,45200,45200,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11971,Genola,M2,RPQ,1,0,45200,45200,,0,N,Capacity N/A for this element,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11975,Ada,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11975,Ada,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11977,Frazee,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11977,Frazee,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11979,Fergus Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11979,Fergus Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11980,Perham,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11980,Perham,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11981,New York Mills,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11981,New York Mills,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11982,Wadena,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11982,Wadena,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12001,East Grand Forks,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12001,East Grand Forks,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12002,Crookston,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12002,Crookston,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12027,Bertha,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12027,Bertha,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12028,Staples,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12028,Staples,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,15224,Moorhead,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,15224,Moorhead,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,15225,Fargo,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,15225,Fargo,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,15274,Grand Forks,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,15274,Grand Forks,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,27867,South Cambridge,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,27867,South Cambridge,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28664,Chippewa Falls,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28664,Chippewa Falls,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28667,Greenwood,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28667,Greenwood,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28689,Boyceville,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28689,Boyceville,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28691,Menomonie,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28691,Menomonie,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28692,South Colfax,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28692,South Colfax,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28693,Eau Claire,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28693,Eau Claire,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28694,Cadott,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28694,Cadott,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28789,Dresser,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28789,Dresser,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
