TSP,TSP Name,Eff Gas Day/Time,Avail Cap End Date/Time,Posting Date/Time,LOC,LOC Name,LOC Purp,LOC/QTI,Loc Zn,Total Scheduled Quantity (TSQ),Operationally Available Capacity (OAC),Operating Capacity (Current Capacity),Design Capacity,Contracted Firm Capacity,All Qty Avail,Qty Reason,IT,Meas Basis,Press Base,Press Base Desc,Flow Ind,Cycle
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11896,Dalbo,MQ,DPQ,1,0,871,871,806.0,67,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11896,Dalbo,MQ,DPQ,1,0,871,871,806.0,67,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11910,Hallock,MQ,DPQ,1,59,1837,1896,1870.0,774,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11910,Hallock,MQ,DPQ,1,41,1855,1896,1870.0,774,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11938,Stephen,MQ,DPQ,1,14,1882,1896,1870.0,408,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11938,Stephen,MQ,DPQ,1,32,1864,1896,1870.0,408,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11939,Argyle,MQ,DPQ,1,86,1810,1896,1870.0,369,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11939,Argyle,MQ,DPQ,1,100,1796,1896,1870.0,369,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11940,Warren,MQ,DPQ,1,180,1716,1896,1870.0,924,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11940,Warren,MQ,DPQ,1,480,1416,1896,1870.0,924,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11967,Milaca,MQ,DPQ,1,99,7230,7329,7229.0,1031,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11967,Milaca,MQ,DPQ,1,99,7230,7329,7229.0,1031,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11971,Genola,MQ,DPQ,1,23848,21352,45200,,32779,N,Capacity N/A for this element,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11971,Genola,MQ,DPQ,1,22960,22240,45200,,32779,N,Capacity N/A for this element,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11975,Ada,MQ,DPQ,1,0,1896,1896,1870.0,1161,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11975,Ada,MQ,DPQ,1,0,1896,1896,1870.0,1161,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11977,Frazee,MQ,DPQ,1,0,1896,1896,1870.0,416,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11977,Frazee,MQ,DPQ,1,0,1896,1896,1870.0,416,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11979,Fergus Falls,MQ,DPQ,1,10361,26096,36457,35959.0,10800,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11979,Fergus Falls,MQ,DPQ,1,8288,28169,36457,35959.0,10800,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11980,Perham,MQ,DPQ,1,2441,19699,22140,21838.0,4476,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11980,Perham,MQ,DPQ,1,2441,19699,22140,21838.0,4476,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11981,New York Mills,MQ,DPQ,1,110,1786,1896,1870.0,744,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11981,New York Mills,MQ,DPQ,1,76,1820,1896,1870.0,744,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,11982,Wadena,MQ,DPQ,1,3916,18224,22140,21838.0,6038,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,11982,Wadena,MQ,DPQ,1,3951,18189,22140,21838.0,6038,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12001,East Grand Forks,MQ,DPQ,1,2500,18584,21084,20796.0,10350,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12001,East Grand Forks,MQ,DPQ,1,2500,18584,21084,20796.0,10350,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12002,Crookston,MQ,DPQ,1,2478,6893,9371,9243.0,5620,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12002,Crookston,MQ,DPQ,1,2478,6893,9371,9243.0,5620,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12027,Bertha,MQ,DPQ,1,0,1896,1896,1872.0,643,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12027,Bertha,MQ,DPQ,1,0,1896,1896,1872.0,643,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,12028,Staples,MQ,DPQ,1,0,7329,7329,7229.0,1756,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,12028,Staples,MQ,DPQ,1,0,7329,7329,7229.0,1756,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,15224,Moorhead,MQ,DPQ,1,3721,32736,36457,35959.0,15454,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,15224,Moorhead,MQ,DPQ,1,3644,32813,36457,35959.0,15454,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,15225,Fargo,MQ,DPQ,1,11664,156479,168143,165846.0,64686,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,15225,Fargo,MQ,DPQ,1,11664,156479,168143,165846.0,64686,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,15274,Grand Forks,MQ,DPQ,1,2882,33575,36457,35959.0,17488,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,15274,Grand Forks,MQ,DPQ,1,2882,33575,36457,35959.0,17488,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,27867,South Cambridge,MQ,DPQ,1,0,189625,189625,187035.0,55711,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,27867,South Cambridge,MQ,DPQ,1,0,189625,189625,187035.0,55711,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28664,Chippewa Falls,MQ,DPQ,2,901,20183,21084,20817.0,2000,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28664,Chippewa Falls,MQ,DPQ,2,855,20229,21084,20817.0,2000,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28667,Greenwood,MQ,DPQ,2,1596,5733,7329,7236.0,5095,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28667,Greenwood,MQ,DPQ,2,1596,5733,7329,7236.0,5095,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28689,Boyceville,MQ,DPQ,2,360,21780,22140,21859.0,12585,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28689,Boyceville,MQ,DPQ,2,360,21780,22140,21859.0,12585,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28691,Menomonie,MQ,DPQ,2,1256,8115,9371,9252.0,2100,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28691,Menomonie,MQ,DPQ,2,1237,8134,9371,9252.0,2100,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28692,South Colfax,MQ,DPQ,2,0,1896,1896,1872.0,622,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28692,South Colfax,MQ,DPQ,2,0,1896,1896,1872.0,622,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28693,Eau Claire,MQ,DPQ,2,9464,26993,36457,35995.0,4694,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28693,Eau Claire,MQ,DPQ,2,9270,27187,36457,35995.0,4694,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28694,Cadott,MQ,DPQ,2,5659,16481,22140,21859.0,5363,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28694,Cadott,MQ,DPQ,2,5659,16481,22140,21859.0,5363,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28789,Dresser,MQ,DPQ,2,65,7264,7329,7236.0,4918,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28789,Dresser,MQ,DPQ,2,65,7264,7329,7236.0,4918,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28872,ANR Marshfield,MQ,DPQ,2,178462,376221,554683,547648.0,166794,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28872,ANR Marshfield,MQ,DPQ,2,183710,370973,554683,547648.0,166794,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,33973,Emerson,MQ,DPQ,1,25000,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,R,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,33973,Emerson,MQ,DPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,R,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,174672,St. Vincent,MQ,DPQ,1,0,0,0,257805.0,0,Y,,N,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,174672,St. Vincent,MQ,DPQ,1,0,0,0,257805.0,0,Y,,N,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,179031,Chisago Zn2,MQ,DPQ,2,0,173738,173738,171704.0,0,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,179031,Chisago Zn2,MQ,DPQ,2,0,173738,173738,171704.0,0,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,218305,Polk,MQ,DPQ,2,3358,50455,53813,53130.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,218305,Polk,MQ,DPQ,2,3358,50455,53813,53130.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288035,Taylors Falls,MQ,DPQ,2,25,7304,7329,7229.0,2500,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288035,Taylors Falls,MQ,DPQ,2,25,7304,7329,7229.0,2500,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288036,North Branch,MQ,DPQ,2,25,7304,7329,7236.0,2150,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288036,North Branch,MQ,DPQ,2,25,7304,7329,7236.0,2150,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288037,Green Lake,MQ,DPQ,1,0,7329,7329,7229.0,3250,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288037,Green Lake,MQ,DPQ,1,0,7329,7329,7229.0,3250,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288038,Camp Ripley,MQ,DPQ,1,0,1896,1896,1870.0,739,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288038,Camp Ripley,MQ,DPQ,1,0,1896,1896,1870.0,739,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288039,Randall,MQ,DPQ,1,8,1888,1896,1870.0,207,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288039,Randall,MQ,DPQ,1,48,1848,1896,1870.0,207,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288040,Little Falls,MQ,DPQ,1,0,22140,22140,21838.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288040,Little Falls,MQ,DPQ,1,0,22140,22140,21838.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288041,Pine Lake,MQ,DPQ,1,5,1891,1896,1870.0,750,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288041,Pine Lake,MQ,DPQ,1,5,1891,1896,1870.0,750,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288042,Clarissa,MQ,DPQ,1,50,1846,1896,1870.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288042,Clarissa,MQ,DPQ,1,50,1846,1896,1870.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288044,Wheaton Generation,MQ,DPQ,2,0,160411,160411,158377.0,0,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288044,Wheaton Generation,MQ,DPQ,2,0,160411,160411,158377.0,0,Y,,,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288045,Wheaton,MQ,DPQ,2,0,22140,22140,21859.0,15,Y,,,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288045,Wheaton,MQ,DPQ,2,0,22140,22140,21859.0,15,Y,,,BZ,14.73,PSIA,D,EVE
